Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.02     99.53     0.02  4076508     0.00     0.00  camlCs_util_coercion__fun_602
  0.02     99.55     0.02  3158713     0.00     0.00  camlList__iter_98
  0.02     99.57     0.02  2746519     0.00     0.00  camlDm__fun_1762
  0.02     99.59     0.02  2724898     0.00     0.00  camlPhysical_util__get_boolean_214
  0.02     99.61     0.02  2703220     0.00     0.00  camlCode_fn___fn_data_528
  0.02     99.63     0.02  2292124     0.00     0.00  camlCode_util_xpath__fun_602
  0.02     99.65     0.02  2175540     0.00     0.00  camlFormat__enqueue_string_as_317
  0.02     99.67     0.02  2175540     0.00     0.00  camlFormat__pp_output_string_232
  0.02     99.69     0.02  1394073     0.00     0.00  camlCursor_descendant__cursor_descendant_146
  0.02     99.71     0.02  1351762     0.00     0.00  camlArray__of_list_156
  0.02     99.73     0.02  1351610     0.00     0.00  camlCode_item_tuple__code_begin
  0.02     99.75     0.02  1334418     0.00     0.00  camlDm_atomic__fun_3747
  0.02     99.77     0.02  1330816     0.00     0.00  camlCode_tuple__code_begin
  0.02     99.79     0.02  1330816     0.00     0.00  camlCode_tuple__eval_predicate_505
  0.02     99.81     0.02  1330816     0.00     0.00  camlDm_atomic__method_cast_to_3635
  0.02     99.83     0.02   554097     0.00     0.00  camlSubtyping_letter__compare_letters_257
  0.02     99.85     0.02   494262     0.00     0.00  camlDm__fun_2052
  0.02     99.87     0.02   453859     0.00     0.00  camlSet__add_124
  0.02     99.89     0.02   425766     0.00     0.00  camlFormat__pp_print_string_393
  0.02     99.91     0.02   375933     0.00     0.00  camlQueue__take_88
  0.02     99.93     0.02   373336     0.00     0.00  camlBuffer__add_char_99
  0.02     99.95     0.02   333128     0.00     0.00  camlGalax_load__next_event_discard_204
  0.02     99.97     0.02   326079     0.00     0.00  camlFormat__kfprintf_774
  0.02     99.99     0.02   233617     0.00     0.00  camlStreaming_conv__next_event_track_toplevel_262
  0.02    100.01     0.02   156008     0.00     0.00  caml_ml_output
  0.02    100.03     0.02   150107     0.00     0.00  camlTyping_util__factor_asequencetype_515
  0.02    100.05     0.02   149963     0.00     0.00  camlCode_util_matching__dynamic_type_check_772
  0.02    100.07     0.02   145552     0.00     0.00  camlStream__peek_155
  0.02    100.09     0.02   108385     0.00     0.00  camlCode_util_matching__check_bound_781
  0.02    100.11     0.02    88871     0.00     0.00  camlPrintf__fun_522
  0.02    100.13     0.02    63257     0.00     0.00  camlCode_fn___fn_string_521
  0.02    100.15     0.02    42471     0.00     0.00  camlDm_step__item_matches_element_test_562
  0.02    100.17     0.02    41578     0.00     0.00  camlPrint_xquery_algebra__print_aitemtype_448
  0.02    100.19     0.02    41578     0.00     0.00  camlPrint_xquery_algebra__print_akind_test_441
  0.02    100.21     0.02    21679     0.00     0.00  camlStreaming_ops__consume_leading_attribute_events_655
  0.02    100.23     0.02    21672     0.00     0.00  camlGalax_load__load_xml_node_content_from_stream_249
  0.02    100.25     0.02    20794     0.00     0.00  camlCs_util_coercion__coerce_binary_hetero_351
  0.02    100.27     0.02    20794     0.00     0.00  camlGalax_dm__fun_1530
  0.02    100.29     0.02    18595     0.00     0.00  camlRegexp__pos_565
  0.02    100.31     0.02       25     0.00     0.00  camlCode_selection_context__add_tuple_reference_538
  0.02    100.33     0.02                             camlCode_binding__code_begin
  0.02    100.35     0.02                             camlCode_fn___fn_exists_3271
  0.02    100.37     0.02                             camlCode_fn___fn_unordered_3367
  0.02    100.39     0.02                             camlCode_fn__stringval_3382
  0.02    100.41     0.02                             camlCode_item_tuple__fun_682
  0.02    100.43     0.02                             camlCode_map__build_tuple_map_code_276
  0.02    100.45     0.02                             camlCode_tuple__fun_571
  0.02    100.47     0.02                             camlCode_tuple__fun_625
  0.02    100.49     0.02                             camlCs_util_coercion__coerce_unary_item_cursor_to_item_list_484
  0.02    100.51     0.02                             camlCursor__raise_materialized_operation_on_streamed_cursor_123
  0.02    100.53     0.02                             camlDm__fun_1827
  0.02    100.55     0.02                             camlDm__method_getDocumentNode_1233
  0.02    100.57     0.02                             camlExecution_context__code_end
  0.02    100.59     0.02                             camlNamespace_names__uqname_of_rqname_210
  0.02    100.61     0.02                             camlPhysical_sequence__stream_sequence_162
  0.02    100.63     0.02                             camlPhysical_sequence__streamed_of_cursor_142
  0.02    100.65     0.02                             camlPrintf__get_int_litteral_248
  0.02    100.67     0.02                             camlStack__push_67
  0.02    100.69     0.02                             camlVariable_context_manager__empty_xml_value_212
  0.01    100.71     0.02  3732475     0.00     0.00  camlDm__fun_2077
  0.01    100.72     0.02    64049     0.00     0.00  camlDm__method_has_element_content_1208
  0.01    100.74     0.02    64049     0.00     0.00  camlGalax_dm__method_node_type_1117
  0.01    100.75     0.02    22563     0.00     0.00  camlPhysical_value_util__physical_value_of_sax_value_144
  0.01    100.77     0.02     1768     0.00     0.00  camlDm_atomic__method_string_value_2703
  0.01    100.78     0.02                             camlCursor__cursor_is_empty_215
  0.01    100.80     0.02                             camlDm__method_descendant_1103
  0.01    100.81     0.02                             camlNodeid__docorder_follows_193
  0.01    100.83     0.02                             camlPhysical_value_util__raise_hybrid_sequence_error_133
  0.01    100.84     0.02                             camlPhysical_xml_value__item_list_of_xml_value_95
  0.01    100.86     0.02    64141     0.00     0.00  camlPhysical_export__typed_xml_stream_of_datamodel_231
  0.01    100.87     0.02    41589     0.00     0.00  camlGalax_dm__method_children_1044
  0.01    100.88     0.01  6847695     0.00     0.00  camlCode_binding__build_bind_item_list_to_tuple_field_code_465
  0.01    100.89     0.01  6847695     0.00     0.00  camlCode_tuple__add_type_assertion_list_408
  0.01    100.90     0.01  6332513     0.00     0.00  camlCamlinternalOO__run_initializers_opt_369
  0.01    100.91     0.01  5840915     0.00     0.00  camlCamlinternalOO__set_id_66
  0.01    100.92     0.01  5448938     0.00     0.00  camlCs_util_coercion__coerce_unit_to_tuple_452
  0.01    100.93     0.01  3796524     0.00     0.00  camlGalax_dm__method_elemName_1108
  0.01    100.94     0.01  2746730     0.00     0.00  caml_gc_message
  0.01    100.95     0.01  2724898     0.00     0.00  camlDm_atomic__method_getAtomicBoolean_2781
  0.01    100.96     0.01  2724889     0.00     0.00  camlDm__fun_2091
  0.01    100.97     0.01  2703236     0.00     0.00  camlCs_util_coercion__fun_638
  0.01    100.98     0.01  2703220     0.00     0.00  camlCode_fn__normalize_optional_string_1110
  0.01    100.99     0.01  2367322     0.00     0.00  camlFormat__take_queue_221
  0.01    101.00     0.01  2366708     0.00     0.00  camlList__rev_sort_296
  0.01    101.01     0.01  2175540     0.00     0.00  camlFormat__enqueue_advance_310
  0.01    101.02     0.01  1564012     0.00     0.00  camlPervasives__$40_166
  0.01    101.03     0.01  1479930     0.00     0.00  camlPhysical_value_util__xml_value_of_item_cursor_227
  0.01    101.04     0.01  1373240     0.00     0.00  camlDm__fun_1764
  0.01    101.05     0.01  1354478     0.00     0.00  caml_curry7_4
  0.01    101.06     0.01  1351759     0.00     0.00  camlArray__fill_161
  0.01    101.07     0.01  1351618     0.00     0.00  camlCode_tuple__build_default_tuple_concat_code_456
  0.01    101.08     0.01  1351618     0.00     0.00  camlCs_util_coercion__fun_640
  0.01    101.09     0.01  1336072     0.00     0.00  camlNamespace_symbols__symbol_equal_432
  0.01    101.10     0.01  1331052     0.00     0.00  camlSet__bal_104
  0.01    101.11     0.01  1013325     0.00     0.00  camlPrintf__get_arg_270
  0.01    101.12     0.01   644194     0.00     0.00  camlPrintf__add_conv_183
  0.01    101.13     0.01   623470     0.00     0.00  caml_apply4
  0.01    101.14     0.01   505856     0.00     0.00  camlFsautil__code_begin
  0.01    101.15     0.01   461179     0.00     0.00  camlPrintf__iter_on_format_args_137
  0.01    101.16     0.01   461179     0.00     0.00  camlPrintf__nargs_of_format_type_173
  0.01    101.17     0.01   457470     0.00     0.00  camlBuffer__create_66
  0.01    101.18     0.01   442390     0.00     0.00  camlStreaming_ops__merge_text_nodes_280
  0.01    101.19     0.01   413449     0.00     0.00  camlLexing__engine_117
  0.01    101.20     0.01   363509     0.00     0.00  camlNamespace_symbols__symbol_hash_437
  0.01    101.21     0.01   360702     0.00     0.00  camlSchema_judge__lookup_type_decl_445
  0.01    101.22     0.01   326079     0.00     0.00  camlFormat__fprintf_777
  0.01    101.23     0.01   325372     0.00     0.00  camlCamlinternalOO__fun_834
  0.01    101.24     0.01   308287     0.00     0.00  camlStreaming_parse__next_pxp_event_449
  0.01    101.25     0.01   285580     0.00     0.00  camlSchema_util__fun_898
  0.01    101.26     0.01   275063     0.00     0.00  camlFormat__pp_print_as_string_635
  0.01    101.27     0.01   273142     0.00     0.00  caml_curry4
  0.01    101.28     0.01   261948     0.00     0.00  camlStreaming_ops__resolve_event_wrap_341
  0.01    101.29     0.01   261948     0.00     0.00  camlStreaming_parse__glx_token_from_pxp_event_521
  0.01    101.30     0.01   256574     0.00     0.00  caml_call_gc
  0.01    101.31     0.01   256088     0.00     0.00  camlStack__top_74
  0.01    101.32     0.01   224575     0.00     0.00  camlGalax_dm__method_update_parent_989
  0.01    101.33     0.01   217973     0.00     0.00  camlPrintf__fun_516
  0.01    101.34     0.01   211937     0.00     0.00  camlStreaming_ops__erase_event_section_3_7_1_502
  0.01    101.35     0.01   207633     0.00     0.00  camlSet__union_199
  0.01    101.36     0.01   188129     0.00     0.00  camlFormat__scan_push_339
  0.01    101.37     0.01   180334     0.00     0.00  camlFormat__pp_open_box_gen_343
  0.01    101.38     0.01   176681     0.00     0.00  camlFormat__pp_flush_queue_382
  0.01    101.39     0.01   156008     0.00     0.00  camlPervasives__output_217
  0.01    101.40     0.01   154813     0.00     0.00  camlStreaming_ops__code_begin
  0.01    101.41     0.01   135104     0.00     0.00  camlFormat__pp_make_formatter_511
  0.01    101.42     0.01   135101     0.00     0.00  camlFormat__formatter_of_buffer_531
  0.01    101.43     0.01   135096     0.00     0.00  camlFormat__fun_1110
  0.01    101.44     0.01   134028     0.00     0.00  camlDm__fun_1656
  0.01    101.45     0.01   134028     0.00     0.00  camlGalax_load__code_begin
  0.01    101.46     0.01   124734     0.00     0.00  camlPrintf__extract_format_96
  0.01    101.47     0.01   121837     0.00     0.00  camlHashtbl__find_120
  0.01    101.48     0.01   110386     0.00     0.00  caml_curry11_8
  0.01    101.49     0.01    93518     0.00     0.00  camlFormat__kbprintf_783
  0.01    101.50     0.01    89620     0.00     0.00  camlArray__copy_76
  0.01    101.51     0.01    83716     0.00     0.00  caml_leave_blocking_section_default
  0.01    101.52     0.01    65026     0.00     0.00  camlStreaming_conv__next_buffered_event_244
  0.01    101.53     0.01    64049     0.00     0.00  camlCursor__cursor_for_all_286
  0.01    101.54     0.01    63257     0.00     0.00  camlPhysical_item_util___string_228
  0.01    101.55     0.01    51166     0.00     0.00  camlList__assoc_193
  0.01    101.56     0.01    50015     0.00     0.00  caml_apply6
  0.01    101.57     0.01    46547     0.00     0.00  caml_alloc_custom
  0.01    101.58     0.01    43356     0.00     0.00  camlCode_selection_context__fun_1010
  0.01    101.59     0.01    43356     0.00     0.00  camlCode_selection_context__fun_1014
  0.01    101.60     0.01    43356     0.00     0.00  camlTuple_context_manager__build_tuple_enter_context_238
  0.01    101.61     0.01    41597     0.00     0.00  caml_convert_flag_list
  0.01    101.62     0.01    41579     0.00     0.00  camlSerialization__fserialize_xml_stream_525
  0.01    101.63     0.01    41578     0.00     0.00  camlError__error_with_file_location_424
  0.01    101.64     0.01    41578     0.00     0.00  camlSerialization__bserialize_datamodel_576
  0.01    101.65     0.01    32115     0.00     0.00  camlList__merge_257
  0.01    101.66     0.01    24978     0.00     0.00  caml_parse_engine
  0.01    101.67     0.01    24145     0.00     0.00  camlList__for_all_161
  0.01    101.68     0.01    22683     0.00     0.00  camlList__mem_185
  0.01    101.69     0.01    22563     0.00     0.00  camlNamespace_builtin__is_xml_built_in_namespace_102
  0.01    101.70     0.01    22554     0.00     0.00  camlGalax_load__load_xml_item_forest_from_sax_301
  0.01    101.71     0.01    21678     0.00     0.00  camlCs_util_coercion__coerce_unary_item_list_to_physical_value_478
  0.01    101.72     0.01    21678     0.00     0.00  camlDatatypes_util__integer_of_untyped_324
  0.01    101.73     0.01    21672     0.00     0.00  camlGalax_load_context__get_result_213
  0.01    101.74     0.01    21672     0.00     0.00  camlList__rev_map_91
  0.01    101.75     0.01    21672     0.00     0.00  camlList__rmap_f_94
  0.01    101.76     0.01    21640     0.00     0.00  camlSerialization__fserialize_close_tag_449
  0.01    101.77     0.01    21451     0.00     0.00  caml_new_lex_engine
  0.01    101.78     0.01    20794     0.00     0.00  camlGmisc__split_right_on_char_261
  0.01    101.79     0.01    20794     0.00     0.00  camlPhysical_value_util__wrap_item_246
  0.01    101.80     0.01    20794     0.00     0.00  camlQname_lexer__parse_qname_166
  0.01    101.81     0.01    20794     0.00     0.00  camlQname_lexer_utf8__code_begin
  0.01    101.82     0.01    15101     0.00     0.00  camlFormat__set_size_330
  0.01    101.83     0.01     2466     0.00     0.00  caml_curry6_1
  0.01    101.84     0.01      884     0.00     0.00  camlDm_atomic__method_erase_atomic_value_3654
  0.01    101.85     0.01      849     0.00     0.00  camlNorm_context__fun_670
  0.01    101.86     0.01      145     0.00     0.01  camlArray__iteri_137
  0.01    101.87     0.01      128     0.00     0.00  camlArray__find_init_104
  0.01    101.88     0.01       90     0.00     0.00  caml_do_roots
  0.01    101.89     0.01       42     0.00     0.00  camlCode_tuple__build_access_tuple_code_451
  0.01    101.90     0.01       28     0.00     0.00  camlHashtbl__resize_88
  0.01    101.91     0.01       25     0.00     0.00  camlCode_binding__fun_537
  0.01    101.92     0.01       25     0.00     0.00  camlCode_binding__select_physical_tuple_binding_430
  0.01    101.93     0.01       10     0.00     0.00  camlCode_item_tuple__build_item_to_tuple_map_code_587
